54.37, 31.740000000000002, 25.130000000000003, 39.21, 34.93, 26.93, 26.99, 12.0, 33.94, 13.15
45.019999999999996, 51.470000000000006, 41.870000000000005, 36.230000000000004, 30.240000000000002, 32.89, 19.03, 23.26, 28.68, 22.23
41.18, 38.07, 45.1, 17.19, 31.25, 11.53, 18.13, 36.49, 22.650000000000002, 15.22
59.69, 29.14, 33.14, 23.119999999999997, 28.08, 26.43, 25.89, 26.46, 28.82, 26.590000000000003
60.61, 31.64, 28.08, 27.32, 34.62, 20.46, 16.04, 8.89, 16.25, 22.67
44.78, 40.71, 30.25, 32.93, 27.18, 40.9, 25.019999999999996, 16.0, 26.63, 23.919999999999998
69.08, 41.68, 30.53, 22.03, 27.72, 15.160000000000002, 28.92, 8.84, 16.24, 17.119999999999997
33.83, 50.78, 16.919999999999998, 22.54, 29.599999999999998, 24.279999999999998, 15.879999999999999, 9.83, 18.66, 18.44
44.13, 41.23, 28.410000000000004, 36.38, 15.920000000000002, 7.6499999999999995, 12.7, 29.799999999999997, 28.49, 27.250000000000004
49.28, 32.43, 28.000000000000004, 29.759999999999998, 26.36, 33.89, 28.77, 22.21, 12.25, 22.91
