44.62, 19.79, 33.86, 23.549999999999997, 40.61, 34.239999999999995, 21.990000000000002, 33.31, 17.36, 11.53
51.49, 46.56, 30.159999999999997, 28.050000000000004, 37.97, 15.559999999999999, 21.83, 20.91, 22.470000000000002, 21.68
52.900000000000006, 37.55, 44.37, 19.71, 23.95, 24.46, 17.75, 19.18, 9.25, 33.629999999999995
36.0, 40.43, 29.189999999999998, 33.76, 31.77, 25.319999999999997, 20.53, 31.56, 24.38, 15.67
62.949999999999996, 50.54, 32.190000000000005, 24.33, 32.76, 40.849999999999994, 13.469999999999999, 16.439999999999998, 17.73, 20.25
57.410000000000004, 28.78, 25.490000000000002, 33.43, 16.04, 25.97, 20.0, 12.18, 7.920000000000001, 30.349999999999998
25.83, 28.34, 35.24, 39.43, 16.45, 33.300000000000004, 13.61, 20.23, 22.97, 19.900000000000002
63.17, 36.66, 32.54, 31.25, 33.97, 24.349999999999998, 26.16, 32.16, 25.22, 17.61
58.26, 22.28, 42.059999999999995, 22.1, 32.47, 19.02, 25.580000000000002, 10.68, 14.799999999999999, 11.469999999999999
43.580000000000005, 35.11, 21.44, 24.2, 26.090000000000003, 32.26, 23.72, 19.75, 18.19, 9.030000000000001
