46.82, 24.709999999999997, 22.16, 24.21, 15.0, 15.459999999999999, 19.220000000000002, 33.95, 12.8, 14.979999999999999
37.47, 18.47, 35.21, 29.9, 30.009999999999998, 29.48, 18.42, 18.08, 18.58, 16.14
48.8, 44.529999999999994, 34.36, 43.47, 15.049999999999999, 13.530000000000001, 10.22, 30.48, 14.790000000000001, 22.3
50.51, 37.1, 28.54, 19.759999999999998, 15.0, 14.05, 9.59, 33.37, 23.080000000000002, 18.279999999999998
57.199999999999996, 31.31, 24.33, 24.16, 32.41, 19.81, 19.0, 36.1, 14.48, 17.31
41.839999999999996, 36.370000000000005, 25.45, 18.490000000000002, 25.419999999999998, 25.990000000000002, 26.75, 11.58, 16.1, 21.91
65.45, 30.220000000000002, 30.72, 22.45, 21.25, 31.05, 30.630000000000003, 14.71, 13.089999999999998, 23.26
52.94, 19.8, 19.040000000000003, 19.29, 14.35, 17.810000000000002, 9.0, 17.27, 28.000000000000004, 17.73
33.75, 38.46, 28.28, 21.87, 23.919999999999998, 21.5, 21.52, 18.360000000000003, 10.66, 11.44
42.089999999999996, 37.169999999999995, 21.060000000000002, 38.080000000000005, 17.71, 31.64, 22.6, 28.32, 17.61, 16.900000000000002
