31.4, 17.53, 19.85, 21.52, 22.09, 18.22, 18.39, 17.34, 20.4, 10.43
32.85, 22.68, 13.34, 17.64, 10.32, 12.25, 14.45, 10.66, 14.59, 15.64
43.21, 21.14, 20.66, 18.04, 18.22, 15.379999999999999, 11.85, 13.270000000000001, 14.299999999999999, 17.349999999999998
24.099999999999998, 30.43, 24.4, 20.54, 17.86, 18.09, 15.43, 26.669999999999998, 24.01, 28.799999999999997
22.720000000000002, 18.709999999999997, 12.509999999999998, 17.49, 23.96, 18.65, 27.889999999999997, 18.67, 19.49, 28.27
30.14, 13.930000000000001, 31.819999999999997, 17.61, 19.88, 17.2, 13.44, 14.549999999999999, 13.41, 15.4
23.0, 11.17, 19.61, 25.83, 27.250000000000004, 20.669999999999998, 24.42, 17.36, 16.53, 16.59
31.85, 16.689999999999998, 16.1, 20.97, 13.389999999999999, 18.23, 17.03, 19.62, 20.880000000000003, 20.150000000000002
21.08, 29.26, 13.389999999999999, 15.9, 23.73, 17.93, 19.78, 17.580000000000002, 19.96, 19.919999999999998
23.93, 25.430000000000003, 13.79, 26.82, 24.82, 23.43, 24.29, 30.14, 14.69, 14.149999999999999
