91.08	88.78	90.75	88.31	84.05
56.689	74.424	64.352	78.104	73.559
39.038	56.688	50.248	64.945	68.144
37.353	51.69	45.696	61.728	64.62
29.625	43.308	36.506	54.755	60.534
25.881	43.996	33.366	50.65	58.395
21.221	39.898	34.107	45.469	56.459
25.221	36.825	27.356	42.893	52.375
24.302	36.818	28.664	43.932	50.986
21.919	33.521	30.088	39.243	50.293
23.111	35.064	29.504	40.892	48.018
