[[4.444444444444445, 4.413793103448276, 4.372881355932203, 4.5423728813559325, 4.796610169491525, 4.370967741935484, 4.737704918032787, 4.6, 4.728813559322034, 4.655172413793103], [], [], []]
[[4.473684210526316, 4.8, 4.553571428571429, 4.5964912280701755, 5.0508474576271185, 4.7, 4.672131147540983, 4.887096774193548, 4.919354838709677, 4.677966101694915], [], [], []]
[[4.5576923076923075, 5.264150943396227, 4.711864406779661, 4.909090909090909, 4.947368421052632, 4.5, 4.866666666666666, 4.774193548387097, 4.733333333333333, 4.866666666666666], [], [], []]
[[4.92, 4.762711864406779, 4.694915254237288, 4.766666666666667, 4.5423728813559325, 4.721311475409836, 4.983333333333333, 4.870967741935484, 5.137931034482759, 4.807017543859649], [], [], []]
[[4.844827586206897, 4.913793103448276, 4.836065573770492, 5.063492063492063, 5.017857142857143, 5.3076923076923075, 4.758064516129032, 4.559322033898305, 4.6, 4.7936507936507935], [], [], []]
[[4.875, 4.830188679245283, 4.821428571428571, 4.892857142857143, 4.821428571428571, 4.883333333333334, 4.649122807017544, 5.083333333333333, 4.898305084745763, 5.103448275862069], [], [], []]
[[4.509090909090909, 4.4, 4.380952380952381, 4.864406779661017, 4.73015873015873, 4.983606557377049, 4.983606557377049, 4.935483870967742, 4.838709677419355, 4.883333333333334], [], [], []]
[[4.705882352941177, 4.559322033898305, 4.785714285714286, 4.426229508196721, 4.966666666666667, 4.672131147540983, 4.918032786885246, 4.661016949152542, 4.819672131147541, 4.983870967741935], [], [], []]
[[4.1454545454545455, 5.035087719298246, 4.946428571428571, 5.214285714285714, 4.639344262295082, 4.709677419354839, 4.921875, 5.140350877192983, 4.95, 4.933333333333334], [], [], []]
[[4.39622641509434, 4.62962962962963, 4.677966101694915, 4.6415094339622645, 4.862068965517241, 4.620689655172414, 4.580645161290323, 4.4655172413793105, 4.416666666666667, 4.754098360655738], [], [], []]
[[4.508474576271187, 4.607843137254902, 4.649122807017544, 4.75, 4.4603174603174605, 4.476190476190476, 4.8474576271186445, 4.724137931034483, 4.616666666666666, 4.806451612903226], [], [], []]
[[4.584905660377358, 4.648148148148148, 4.5, 4.5, 4.879310344827586, 4.655737704918033, 4.683333333333334, 4.233333333333333, 4.448275862068965, 4.716666666666667], [], [], []]
[[4.709090909090909, 4.618181818181818, 4.770491803278689, 4.456140350877193, 4.590163934426229, 4.833333333333333, 4.583333333333333, 4.5625, 4.854838709677419, 4.666666666666667], [], [], []]
[[4.508474576271187, 4.303571428571429, 4.672727272727273, 4.310344827586207, 4.464285714285714, 4.844827586206897, 4.968253968253968, 4.904761904761905, 5.112903225806452, 4.620689655172414], [], [], []]
[[4.6909090909090905, 4.827586206896552, 4.645161290322581, 4.862068965517241, 4.887096774193548, 4.603174603174603, 5.066666666666666, 5.116666666666666, 4.885245901639344, 4.967741935483871], [], [], []]
